StudentID,Gender,City,CollegeTier,Stream,Specialisation,Hostel,HistoryOfBacklogs,SGPA_Sem1,SGPA_Sem2,SGPA_Sem3,SGPA_Sem4,SGPA_Sem5,SGPA_Sem6,SGPA_Sem7,SGPA_Sem8,CGPA,AttendancePercent,Internships,Projects,Workshops,Certifications,Publications,AptitudeTestScore,SoftSkillsRating,CodingTestScore,MockInterviewScore,ExtraCurricular,CGPA_Tier,PlacementStatus,IsAnomaly
128,Male,Ahmedabad,Tier3,CS,DataScience,Yes,No,8.46,8.74,8.97,8.29,8.03,8.78,8.31,8.49,8.51,79.0,2,3,4.0,3,2,77.1,7.49,69.8,72.8,No,Excellent,1,0
129,Male,Bangalore,Tier2,Mechanical,Embedded,No,Yes,6.07,5.04,5.33,5.63,5.2,5.8,5.84,6.03,5.62,66.9,0,1,0.0,0,0,32.6,4.09,13.4,48.2,Yes,Low,0,0
130,Female,Pune,Tier2,Mechanical,Embedded,No,No,6.51,6.2,5.71,6.34,6.6,6.73,6.24,6.72,6.38,60.9,1,2,1.0,1,0,61.9,,35.8,45.0,No,Medium,0,0
131,Male,Ahmedabad,Tier3,EE,Networking,Yes,No,7.55,6.88,7.11,6.94,7.4,7.05,7.76,7.06,7.22,70.3,1,2,2.0,1,1,74.1,7.78,47.2,65.7,No,Medium,0,0
132,Female,Mumbai,Tier3,CS,Networking,No,No,8.35,8.61,9.2,8.51,8.48,8.42,8.3,8.9,8.6,87.8,2,5,3.0,3,1,89.2,8.72,77.9,88.6,Yes,Excellent,1,0
133,Female,Mumbai,Tier1,EE,DataScience,Yes,No,7.1,6.89,7.37,6.84,6.94,7.31,7.61,7.6,7.21,73.8,1,2,2.0,0,0,73.2,5.97,57.0,,Yes,Medium,1,0
134,Male,Delhi,Tier2,IT,AI,No,Yes,8.05,6.97,8.48,8.32,8.08,8.51,8.11,8.47,8.12,85.9,2,3,3.0,3,1,75.5,7.93,84.9,70.2,No,High,1,0
135,Female,Delhi,Tier2,Civil,Networking,No,No,6.56,6.58,7.04,6.83,6.86,7.14,6.97,6.28,6.78,67.9,0,2,0.0,3,0,54.5,5.15,40.4,59.0,No,Medium,0,0
136,Male,Pune,Tier1,ECE,Networking,No,No,8.17,8.48,7.71,8.21,8.37,8.23,8.39,7.71,8.16,83.4,2,4,4.0,3,1,71.9,7.48,62.4,83.5,No,High,1,0
137,Female,Delhi,Tier1,CS,AI,No,Yes,6.73,6.89,6.7,6.98,7.15,7.0,7.08,7.36,6.99,68.1,2,2,0.0,1,0,70.5,5.84,53.3,68.0,Yes,Medium,0,0
138,Male,Ahmedabad,Tier2,Mechanical,Embedded,No,No,6.62,6.91,6.51,6.35,6.11,5.91,6.83,6.48,6.46,59.2,1,1,1.0,0,1,53.3,,57.2,57.3,No,Medium,1,0
139,Female,Kolkata,Tier1,Mechanical,DataScience,Yes,Yes,9.57,8.89,9.22,8.57,9.24,9.54,8.74,9.16,9.12,91.4,3,3,3.0,2,2,95.4,9.32,92.1,100.0,No,Excellent,1,0
140,Male,Ahmedabad,Tier3,IT,AI,Yes,No,6.47,6.83,6.83,7.01,6.33,6.48,6.8,7.3,6.76,79.4,1,1,1.0,1,0,51.3,5.61,52.1,53.6,No,Medium,0,0
141,Male,Jaipur,Tier2,Mechanical,DataScience,No,No,5.49,5.44,6.1,5.76,5.79,6.89,5.61,6.17,5.91,53.9,0,1,1.0,1,0,45.1,5.22,32.7,51.7,No,Low,1,1
142,Male,Ahmedabad,Tier2,EE,Networking,No,No,7.35,7.21,7.34,7.75,7.24,8.14,8.34,7.78,7.64,84.3,2,2,2.0,1,0,68.6,6.43,73.1,78.0,No,High,1,0
143,Female,Chennai,Tier2,EE,AI,No,Yes,7.52,7.34,7.63,7.81,7.85,8.04,8.52,8.33,7.88,87.1,1,4,2.0,3,1,65.8,7.6,75.8,77.3,Yes,High,0,0
144,Male,Pune,Tier2,IT,Embedded,Yes,No,7.96,7.02,7.21,7.38,7.68,7.27,7.64,7.65,7.48,83.5,1,2,3.0,0,1,66.0,5.88,53.8,66.0,Yes,Medium,1,0
145,Male,Delhi,Tier2,CS,Embedded,Yes,No,8.14,7.42,7.96,8.01,7.5,7.45,7.43,8.4,7.79,73.9,1,3,3.0,3,1,67.8,7.13,61.5,70.7,Yes,High,1,0
146,Male,Hyderabad,Tier2,CS,AI,No,No,6.42,6.52,6.97,6.64,7.24,7.17,7.05,6.82,6.85,66.2,0,2,2.0,3,0,63.9,5.41,59.6,62.2,No,Medium,0,0
147,Male,Ahmedabad,Tier1,Mechanical,Networking,Yes,No,6.99,6.95,6.9,7.25,7.03,7.12,7.42,7.17,7.1,66.7,0,2,,2,0,61.7,5.97,57.4,62.7,Yes,Medium,1,0
148,Male,Jaipur,Tier2,Civil,Embedded,No,No,7.48,7.59,7.8,7.75,8.32,7.35,8.26,8.27,7.85,70.6,1,3,2.0,3,1,75.8,6.95,70.2,,No,High,1,0
149,Male,Ahmedabad,Tier3,ECE,AI,No,Yes,5.5,5.71,5.27,5.76,6.35,6.57,6.25,6.1,5.94,66.9,1,1,0.0,0,0,45.5,3.45,49.1,36.1,No,Low,0,0
150,Male,Ahmedabad,Tier3,ECE,Embedded,No,No,7.12,5.85,6.42,6.31,6.87,7.27,7.0,6.87,6.71,76.0,0,2,2.0,2,0,51.6,5.01,48.1,67.2,No,Medium,0,0
151,Female,Bangalore,Tier2,CS,AI,Yes,No,7.5,7.99,7.89,7.57,7.53,7.73,7.2,7.24,7.58,83.3,2,1,1.0,4,1,72.6,7.08,76.7,76.4,No,High,1,0
152,Female,Bangalore,Tier3,Civil,Embedded,No,No,5.49,5.7,5.25,5.31,5.98,5.7,5.81,6.44,5.71,59.2,1,2,0.0,0,0,42.7,5.22,33.6,43.9,No,Low,0,0
153,Male,Mumbai,Tier3,Mechanical,AI,No,No,5.41,5.5,4.99,5.5,5.69,5.95,5.82,5.72,5.57,53.4,0,2,0.0,0,0,39.9,3.84,31.0,38.8,No,Low,0,0
154,Male,Jaipur,Tier2,IT,Embedded,Yes,No,7.32,7.15,6.9,6.58,6.46,7.18,7.11,7.49,7.02,71.6,1,1,2.0,1,0,67.2,5.32,56.3,69.1,No,Medium,0,0
155,Male,Kolkata,Tier3,EE,Embedded,Yes,No,7.82,7.55,7.81,7.04,6.84,7.5,7.94,7.57,7.51,71.9,2,4,2.0,2,1,68.0,6.43,65.2,60.2,No,High,1,0
156,Female,Jaipur,Tier2,EE,DataScience,No,No,7.75,8.27,7.94,8.01,8.03,9.21,8.32,8.24,8.22,77.0,1,3,4.0,3,1,73.7,,79.7,,Yes,High,1,0
157,Male,Hyderabad,Tier3,CS,Networking,Yes,No,8.21,8.55,8.67,8.15,8.47,8.18,8.31,8.12,8.33,86.4,3,3,3.0,3,1,88.7,8.75,,83.6,No,High,1,0
158,Female,Jaipur,Tier2,ECE,DataScience,No,No,7.82,7.86,7.92,7.85,8.12,7.99,8.7,8.27,8.07,84.2,1,3,2.0,4,1,67.4,7.89,68.6,73.0,Yes,High,1,0
159,Female,Chennai,Tier1,IT,Embedded,Yes,No,7.86,8.26,8.68,8.14,8.09,7.82,8.11,8.25,8.15,83.3,1,4,4.0,2,1,81.4,8.78,79.2,72.1,No,High,0,0
160,Female,Ahmedabad,Tier1,EE,Embedded,No,No,7.84,7.06,8.5,7.41,8.02,7.82,8.26,7.67,7.82,75.8,1,4,2.0,2,1,68.3,7.0,62.8,70.1,Yes,High,1,0
161,Male,Hyderabad,Tier2,CS,AI,No,Yes,5.88,6.29,6.06,6.57,6.02,6.11,6.86,5.99,6.22,61.2,0,1,0.0,0,0,53.2,6.11,42.4,58.8,Yes,Medium,0,0
162,Female,Delhi,Tier1,EE,Networking,No,Yes,7.88,9.16,8.13,8.48,8.86,8.89,8.68,8.42,8.56,88.2,2,4,3.0,3,1,94.0,7.26,72.6,79.4,Yes,Excellent,1,0
163,Male,Pune,Tier3,ECE,AI,Yes,No,7.53,7.72,7.77,7.95,7.98,7.57,8.28,8.49,7.91,76.6,2,3,1.0,4,0,70.2,8.25,61.3,60.8,No,High,1,0
164,Male,Hyderabad,Tier2,Mechanical,AI,Yes,No,5.3,4.53,5.13,5.58,5.78,5.32,5.78,5.83,5.41,53.6,0,0,0.0,1,0,42.8,2.42,27.2,30.3,Yes,Low,0,0
165,Male,Hyderabad,Tier1,Mechanical,DataScience,No,No,9.25,8.95,8.53,9.35,9.24,9.27,9.8,9.61,9.25,89.2,3,4,,5,2,,8.86,,92.9,Yes,Excellent,1,0
166,Male,Mumbai,Tier2,EE,DataScience,Yes,Yes,6.62,6.11,6.46,6.81,6.64,7.02,6.39,6.1,6.52,71.0,0,2,2.0,2,0,55.9,5.28,36.6,68.7,No,Medium,0,0
167,Female,Chennai,Tier2,CS,DataScience,Yes,No,4.32,4.26,4.88,4.78,4.83,4.9,4.62,4.76,4.67,59.6,0,0,0.0,0,0,32.2,0.64,16.7,21.1,No,Low,0,0
168,Female,Kolkata,Tier1,Mechanical,Networking,No,No,6.88,7.27,7.63,7.47,7.03,7.44,7.34,7.38,7.3,83.7,1,3,1.0,2,0,65.5,,67.8,62.0,No,Medium,0,0
169,Male,Mumbai,Tier1,ECE,Networking,Yes,No,8.79,9.1,9.44,9.47,9.45,9.82,8.69,9.62,9.3,88.6,3,5,4.0,4,1,84.3,9.0,76.9,89.3,Yes,Excellent,1,0
170,Female,Pune,Tier2,CS,Networking,Yes,No,8.31,7.44,7.86,7.44,8.31,7.43,7.84,7.55,7.77,68.7,1,3,3.0,2,0,62.9,,67.1,66.4,Yes,High,0,0
171,Male,Hyderabad,Tier1,IT,DataScience,Yes,No,5.53,6.61,6.08,6.5,5.4,6.07,6.06,5.74,6.0,66.6,0,0,0.0,0,0,48.1,3.8,23.2,36.3,Yes,Low,0,0
172,Male,Jaipur,Tier1,Civil,Embedded,No,No,5.92,6.15,5.68,6.05,6.22,6.26,6.19,6.19,6.08,68.3,0,0,1.0,0,0,44.3,,48.4,49.1,No,Medium,0,0
173,Male,Ahmedabad,Tier3,Civil,Embedded,Yes,No,9.15,8.9,9.24,9.02,9.63,8.98,9.49,8.9,9.16,96.5,3,4,4.0,4,2,100.0,9.56,89.2,83.5,Yes,Excellent,1,0
174,Female,Bangalore,Tier2,IT,DataScience,No,Yes,7.59,7.92,8.28,7.78,7.64,7.71,8.11,8.52,7.94,85.4,2,4,5.0,3,1,76.0,7.97,72.3,71.8,No,High,0,1
175,Male,Chennai,Tier3,ECE,DataScience,No,Yes,7.7,8.08,8.95,7.85,8.04,8.23,9.33,7.65,8.23,82.3,2,4,4.0,3,1,70.1,7.31,77.1,81.7,Yes,High,1,0
176,Male,Pune,Tier2,CS,Networking,Yes,Yes,7.28,7.06,6.56,7.16,7.13,6.97,6.93,7.01,7.01,71.8,1,2,,1,0,50.3,6.27,53.9,64.9,No,Medium,0,0
177,Male,Jaipur,Tier3,Civil,Embedded,No,No,5.72,5.07,5.28,6.65,5.91,5.61,5.69,6.0,5.74,58.9,0,0,0.0,0,0,41.7,3.93,29.0,31.5,No,Low,0,0
178,Female,Chennai,Tier2,Civil,Embedded,No,No,8.58,8.63,9.17,9.24,8.56,8.97,9.27,9.05,8.93,94.0,2,5,4.0,6,1,87.2,8.87,90.3,90.9,Yes,Excellent,1,0
179,Female,Jaipur,Tier2,CS,DataScience,No,No,6.69,6.68,6.48,7.25,7.19,6.62,6.5,6.81,6.78,71.9,2,1,2.0,1,0,56.0,5.36,54.5,58.9,No,Medium,0,0
180,Female,Mumbai,Tier3,IT,Networking,No,No,7.5,7.65,7.86,8.43,7.94,8.4,7.94,7.57,7.91,80.0,1,4,3.0,3,1,76.0,7.63,75.5,78.7,Yes,High,1,0
181,Female,Kolkata,Tier2,CS,Embedded,No,No,6.69,7.07,7.22,6.71,6.88,7.57,7.35,7.11,7.08,72.8,1,2,,2,0,57.4,5.21,59.0,60.2,No,Medium,0,0
182,Female,Hyderabad,Tier1,Mechanical,Embedded,Yes,No,7.64,7.27,7.62,7.44,7.88,8.19,6.98,7.88,7.61,78.8,2,3,2.0,2,0,74.8,5.66,67.4,66.6,Yes,High,1,0
183,Male,Delhi,Tier2,ECE,DataScience,Yes,No,5.21,6.4,5.77,6.43,5.93,6.37,6.47,5.38,6.0,63.1,0,0,,1,0,32.2,,37.9,42.8,No,Low,0,0
184,Male,Kolkata,Tier3,Civil,AI,No,No,9.22,9.41,9.3,8.93,9.19,8.85,9.1,8.93,9.12,87.8,3,6,,5,1,87.8,7.95,77.7,88.2,No,Excellent,1,0
185,Female,Mumbai,Tier2,CS,DataScience,Yes,No,7.35,6.93,7.19,6.82,7.76,6.62,7.81,7.53,7.25,75.9,1,3,2.0,2,0,73.4,6.08,49.1,63.2,Yes,Medium,1,0
186,Female,Bangalore,Tier3,CS,Embedded,Yes,No,6.81,6.26,6.66,6.26,6.0,6.92,6.94,6.16,6.5,70.9,1,1,0.0,1,0,,5.17,46.8,41.6,Yes,Medium,0,0
187,Male,Ahmedabad,Tier2,Civil,Networking,No,Yes,7.88,8.16,7.33,7.4,7.89,8.19,7.58,7.94,7.8,79.7,2,3,2.0,2,1,67.9,,66.3,81.1,Yes,High,1,0
188,Male,Pune,Tier1,Civil,Networking,No,No,6.73,7.4,7.24,7.67,7.07,7.26,7.2,6.74,7.16,67.3,0,3,,1,0,62.9,6.81,51.2,60.7,Yes,Medium,0,0
189,Female,Mumbai,Tier2,Mechanical,DataScience,No,No,8.31,7.45,8.12,7.85,8.23,8.17,8.27,8.03,8.05,71.4,2,3,3.0,3,1,73.4,7.47,68.6,,Yes,High,0,1
190,Male,Hyderabad,Tier2,IT,Embedded,Yes,No,5.91,5.87,6.11,5.82,6.26,6.35,5.52,6.45,6.04,67.9,1,2,1.0,2,0,40.8,4.65,35.6,41.2,Yes,Medium,0,0
191,Female,Jaipur,Tier2,Civil,Embedded,Yes,Yes,7.14,7.74,7.18,8.13,7.33,7.89,7.81,7.88,7.64,70.3,2,3,2.0,1,1,65.7,6.39,56.7,64.8,Yes,High,1,0
192,Male,Ahmedabad,Tier2,CS,Embedded,No,No,5.79,6.06,6.0,6.01,6.19,5.67,5.83,6.32,5.98,53.2,0,0,2.0,0,0,47.9,5.33,38.9,43.0,No,Low,1,0
193,Male,Mumbai,Tier2,ECE,AI,No,Yes,8.41,8.25,7.89,7.51,8.38,8.33,8.28,7.88,8.12,86.3,2,4,3.0,3,1,67.3,7.07,76.8,71.7,Yes,High,0,0
194,Female,Pune,Tier1,IT,DataScience,Yes,No,8.62,8.46,8.48,8.69,8.2,8.35,8.7,8.48,8.5,92.5,2,5,3.0,4,1,88.4,7.71,81.9,,No,High,1,0
195,Male,Mumbai,Tier2,Mechanical,Networking,No,No,7.56,7.86,7.02,7.4,7.76,7.6,7.81,7.56,7.57,80.1,1,3,3.0,3,1,69.3,7.81,67.8,82.8,No,High,0,0
196,Male,Hyderabad,Tier2,Mechanical,Networking,Yes,No,6.31,6.03,6.28,6.46,5.87,6.4,5.8,6.27,6.18,62.6,0,1,2.0,1,0,54.3,4.26,50.1,57.7,No,Medium,0,0
197,Female,Chennai,Tier3,ECE,Embedded,Yes,No,6.14,6.32,5.69,5.77,6.69,6.68,5.77,6.54,6.2,76.0,0,0,0.0,1,0,38.8,5.11,28.2,43.6,No,Medium,0,0
198,Female,Kolkata,Tier2,ECE,Networking,Yes,No,7.33,7.58,7.9,7.99,7.76,8.4,8.05,7.55,7.82,76.8,2,1,3.0,3,1,77.3,6.34,67.2,62.0,No,High,1,0
199,Male,Bangalore,Tier2,Mechanical,Networking,No,No,4.98,5.81,4.99,5.16,5.31,5.31,5.45,4.96,5.25,56.7,0,0,0.0,0,0,38.3,2.85,18.7,37.5,No,Low,0,0
200,Male,Delhi,Tier2,CS,Embedded,Yes,Yes,7.25,7.31,7.18,7.19,7.47,8.22,8.04,8.02,7.58,83.5,0,2,2.0,2,0,79.4,6.74,57.4,65.1,No,High,1,0
201,Female,Ahmedabad,Tier3,Civil,Embedded,No,Yes,7.2,6.82,7.57,7.29,7.77,7.81,7.39,8.03,7.48,74.1,2,3,2.0,3,1,74.9,6.59,71.6,71.8,Yes,Medium,0,0
202,Female,Pune,Tier2,Civil,DataScience,No,No,6.11,5.72,6.83,5.87,6.79,6.01,6.37,5.99,6.21,66.7,1,1,1.0,0,0,46.3,4.67,37.2,,Yes,Medium,0,0
203,Male,Pune,Tier1,CS,Networking,No,No,6.29,6.84,6.69,6.91,6.63,7.16,7.1,6.61,6.78,69.9,1,2,,1,0,62.7,5.44,51.1,56.0,Yes,Medium,0,0
204,Male,Hyderabad,Tier2,Mechanical,Networking,No,No,6.45,6.52,7.68,6.72,6.92,7.17,7.23,7.16,6.98,71.0,1,2,2.0,2,0,64.6,,55.7,,No,Medium,0,0
205,Male,Pune,Tier2,CS,DataScience,No,No,7.15,7.25,7.34,6.18,7.16,6.97,7.46,7.47,7.12,72.9,2,3,2.0,1,1,58.1,5.78,45.5,64.1,No,Medium,0,0
206,Male,Jaipur,Tier3,IT,Networking,Yes,Yes,6.06,6.01,5.88,6.32,5.25,5.61,6.06,5.97,5.9,66.9,0,1,0.0,1,0,42.8,4.51,30.8,35.2,No,Low,0,0
207,Male,Hyderabad,Tier1,ECE,Embedded,Yes,Yes,7.72,6.74,7.19,6.74,6.52,6.58,6.9,6.83,6.9,73.7,1,3,0.0,1,0,61.3,6.23,52.8,65.0,Yes,Medium,1,0
208,Female,Delhi,Tier2,EE,DataScience,Yes,Yes,7.79,6.91,7.5,7.51,7.58,7.41,7.96,7.32,7.5,87.2,2,1,3.0,3,0,59.1,7.56,55.9,63.3,Yes,Medium,1,0
209,Male,Chennai,Tier1,ECE,Embedded,Yes,Yes,6.52,7.06,6.63,6.41,6.92,6.35,6.35,6.09,6.54,68.1,1,0,1.0,1,0,56.8,4.67,43.9,53.5,No,Medium,0,0
210,Male,Ahmedabad,Tier3,IT,Networking,No,Yes,7.09,7.26,8.0,7.42,7.62,7.11,7.24,7.3,7.38,74.1,1,2,,1,1,67.6,7.22,59.5,45.0,No,Medium,1,0
211,Female,Mumbai,Tier3,IT,Embedded,Yes,Yes,6.9,6.8,7.58,5.86,7.17,7.19,6.95,7.44,6.99,71.0,1,3,1.0,3,0,61.7,5.21,37.5,55.6,No,Medium,0,0
212,Female,Pune,Tier3,Mechanical,Networking,Yes,No,7.27,6.32,6.99,7.24,6.84,7.05,6.69,7.64,7.0,72.7,1,2,2.0,3,0,70.8,6.3,53.3,62.5,No,Medium,0,0
213,Male,Jaipur,Tier3,CS,DataScience,Yes,Yes,6.38,6.53,6.72,6.82,6.61,6.54,7.09,6.64,6.67,63.1,1,2,0.0,2,0,48.5,4.2,39.9,,No,Medium,1,0
214,Female,Bangalore,Tier3,ECE,Embedded,Yes,No,6.56,5.53,5.84,6.04,5.98,6.18,5.47,6.6,6.02,62.0,0,0,0.0,1,0,45.8,4.57,41.2,41.8,Yes,Medium,0,0
215,Female,Hyderabad,Tier2,EE,AI,No,No,7.34,8.23,8.42,8.31,8.65,8.26,8.26,8.55,8.25,75.8,2,4,3.0,5,1,94.1,8.03,81.4,84.8,No,High,1,0
216,Female,Kolkata,Tier2,CS,DataScience,Yes,No,6.34,7.01,7.44,7.12,7.59,6.91,7.15,7.59,7.14,81.7,1,4,1.0,2,0,72.6,7.09,41.1,73.1,No,Medium,0,0
217,Male,Chennai,Tier1,ECE,Networking,No,Yes,7.12,6.45,7.26,7.08,6.94,6.47,7.11,6.95,6.92,76.2,0,2,1.0,3,0,66.4,5.14,51.3,60.5,Yes,Medium,1,0
218,Male,Chennai,Tier2,CS,DataScience,Yes,No,8.02,8.03,8.5,8.58,8.43,8.16,9.16,7.85,8.34,80.4,3,5,4.0,4,1,86.8,8.05,69.8,81.5,No,High,0,0
219,Female,Ahmedabad,Tier1,CS,Embedded,Yes,No,8.05,7.47,9.23,8.33,7.9,8.03,8.98,8.81,8.35,82.6,2,5,3.0,4,2,75.2,7.55,80.9,,Yes,High,1,0
220,Male,Chennai,Tier2,CS,DataScience,Yes,Yes,7.91,8.45,8.24,8.2,7.84,8.17,8.21,7.89,8.11,90.8,2,3,3.0,3,0,68.5,7.32,72.8,68.8,Yes,High,1,0
221,Male,Jaipur,Tier1,Civil,AI,Yes,No,7.29,7.76,7.57,7.18,7.28,7.8,8.05,7.31,7.53,78.6,1,3,2.0,2,0,63.8,6.19,64.3,,Yes,High,0,0
222,Male,Kolkata,Tier3,IT,Networking,No,No,7.03,7.56,7.43,7.35,7.53,7.15,7.5,7.4,7.37,73.9,3,3,3.0,2,1,76.2,6.76,59.3,56.8,No,Medium,0,0
223,Female,Mumbai,Tier3,Mechanical,Embedded,No,No,6.12,7.07,7.17,7.11,6.86,6.83,7.04,6.17,6.8,67.6,1,0,1.0,2,0,66.5,6.71,60.2,56.6,Yes,Medium,0,0
224,Female,Ahmedabad,Tier3,Civil,Networking,Yes,No,6.58,5.94,6.49,6.74,6.03,6.15,6.83,6.2,6.37,57.0,1,1,1.0,2,0,50.5,3.99,30.8,51.4,Yes,Medium,0,0
225,Male,Ahmedabad,Tier1,IT,Networking,No,Yes,7.19,6.2,6.91,7.31,6.66,7.21,7.14,7.29,6.99,71.4,0,2,2.0,2,0,59.1,5.55,47.6,57.3,No,Medium,0,0
226,Female,Delhi,Tier3,Civil,Embedded,No,No,7.86,8.42,8.2,8.54,8.28,8.13,8.3,8.92,8.33,94.0,3,3,4.0,4,1,71.5,7.67,73.4,80.3,Yes,High,0,0
227,Male,Bangalore,Tier2,Mechanical,DataScience,Yes,No,8.19,7.87,8.37,8.7,8.53,8.61,8.4,8.87,8.44,85.5,3,3,5.0,6,2,80.4,8.82,82.7,88.9,No,High,1,0
228,Male,Bangalore,Tier1,ECE,AI,Yes,No,6.42,6.8,6.87,6.69,6.86,6.83,6.27,7.34,6.76,61.5,0,0,2.0,0,0,63.4,5.27,42.8,53.8,No,Medium,1,0
229,Female,Pune,Tier3,Mechanical,AI,Yes,Yes,4.77,4.63,4.77,5.21,5.0,4.99,4.62,4.8,4.85,53.2,0,0,0.0,0,0,25.1,3.21,0.9,20.8,No,Low,0,0
230,Male,Kolkata,Tier1,ECE,DataScience,No,No,6.74,6.62,7.22,6.64,7.31,7.91,7.2,7.41,7.13,74.4,0,2,1.0,3,1,61.6,5.45,60.0,66.6,No,Medium,1,0
231,Male,Chennai,Tier3,CS,Embedded,No,No,5.89,6.58,6.13,6.49,6.5,6.53,6.47,6.29,6.36,60.3,0,1,1.0,1,0,54.8,4.18,35.8,48.2,No,Medium,0,0
232,Male,Bangalore,Tier3,Civil,DataScience,No,No,7.27,8.05,7.59,7.02,7.77,7.54,7.81,7.4,7.56,80.6,1,3,2.0,2,1,74.4,7.0,68.4,79.4,Yes,High,0,0
233,Female,Jaipur,Tier2,IT,AI,No,No,7.12,7.85,7.7,8.07,7.7,7.58,7.74,8.08,7.73,85.0,2,4,,2,1,68.1,,78.9,66.3,Yes,High,0,0
234,Female,Mumbai,Tier2,Mechanical,AI,Yes,Yes,5.47,6.63,5.91,5.47,5.46,6.41,5.08,5.86,5.79,59.6,0,0,0.0,0,0,42.6,3.31,36.5,42.7,No,Low,0,0
235,Female,Chennai,Tier3,CS,DataScience,No,Yes,7.74,7.1,7.38,7.31,6.96,7.22,8.21,7.65,7.45,64.9,1,4,1.0,2,1,77.9,6.3,61.4,58.5,Yes,Medium,1,0
236,Female,Jaipur,Tier2,CS,AI,No,No,7.54,8.11,7.54,7.92,7.21,7.69,7.38,7.66,7.63,81.1,1,3,3.0,2,1,74.4,7.44,66.7,76.9,Yes,High,1,0
237,Male,Pune,Tier1,ECE,Networking,Yes,Yes,7.82,8.48,8.42,8.56,8.13,8.4,8.19,8.52,8.32,89.6,2,6,3.0,3,1,79.4,9.11,71.7,79.2,No,High,1,0
238,Female,Chennai,Tier2,EE,Networking,No,No,5.44,6.3,6.85,6.15,5.78,5.84,6.17,6.32,6.11,50.8,0,0,0.0,1,0,52.0,4.85,31.2,,No,Medium,0,0
239,Male,Mumbai,Tier2,ECE,AI,Yes,No,7.41,7.05,6.75,7.29,7.66,7.16,7.37,7.04,7.22,68.6,0,3,3.0,3,0,,6.51,62.1,59.8,Yes,Medium,0,0
240,Male,Kolkata,Tier3,EE,AI,No,No,5.72,5.16,5.42,5.27,6.36,6.34,6.0,5.35,5.7,61.0,0,0,0.0,1,0,50.9,4.4,19.7,37.0,No,Low,0,0
241,Female,Mumbai,Tier3,ECE,AI,No,No,6.15,6.27,6.63,5.87,6.69,6.5,6.87,6.33,6.41,63.7,1,0,1.0,1,0,,4.02,46.5,41.3,Yes,Medium,0,0
242,Female,Delhi,Tier2,IT,Networking,Yes,No,6.41,6.84,6.96,6.48,6.9,7.08,6.4,7.25,6.79,68.5,1,2,1.0,2,1,57.6,4.93,49.4,63.0,Yes,Medium,1,0
243,Male,Mumbai,Tier1,Mechanical,AI,No,No,6.76,7.72,7.33,7.71,7.42,7.02,7.44,7.28,7.34,74.5,2,2,3.0,2,1,55.8,7.62,51.7,66.1,Yes,Medium,0,0
244,Male,Mumbai,Tier2,CS,Embedded,No,No,6.62,6.75,7.0,7.17,6.65,7.0,6.74,7.56,6.94,76.6,0,1,2.0,1,0,58.0,5.59,49.8,66.0,Yes,Medium,0,0
245,Female,Kolkata,Tier2,Mechanical,AI,No,No,8.39,8.08,8.4,8.54,8.1,8.4,8.34,8.36,8.33,86.1,3,4,,3,2,82.1,8.06,72.4,84.8,Yes,High,1,0
246,Female,Jaipur,Tier2,Mechanical,Embedded,No,No,8.24,7.85,7.56,8.18,8.6,7.93,8.48,8.19,8.13,85.7,3,4,3.0,5,1,72.1,6.83,78.2,87.8,No,High,1,0
247,Female,Delhi,Tier3,IT,Networking,No,No,8.18,7.39,7.44,7.52,8.36,7.72,7.18,7.81,7.7,88.3,1,2,,3,1,72.1,6.22,65.4,71.9,Yes,High,1,0
248,Male,Bangalore,Tier3,CS,DataScience,No,No,7.49,7.45,7.5,7.44,7.6,7.74,7.96,6.88,7.51,72.0,1,2,2.0,3,0,63.7,5.77,60.3,64.2,No,High,1,0
249,Male,Hyderabad,Tier2,IT,DataScience,No,No,6.66,7.21,7.37,7.6,7.84,6.88,7.24,7.71,7.31,77.4,1,3,2.0,2,0,,7.22,54.1,77.5,No,Medium,0,0
250,Male,Kolkata,Tier3,EE,Embedded,No,No,9.31,8.85,8.83,9.54,8.35,9.03,9.04,8.83,8.97,96.9,2,3,4.0,5,1,88.0,9.46,89.9,83.8,No,Excellent,1,0
251,Female,Hyderabad,Tier2,Mechanical,AI,Yes,No,6.93,6.05,6.97,7.27,6.56,6.62,7.05,6.79,6.78,62.0,0,1,1.0,2,0,49.5,6.68,56.7,57.9,Yes,Medium,0,0
252,Female,Delhi,Tier1,IT,AI,Yes,No,6.14,5.86,5.58,6.44,5.67,6.08,5.96,6.01,5.97,61.6,1,0,0.0,0,0,49.9,3.91,40.8,53.9,No,Low,0,0
253,Male,Ahmedabad,Tier2,CS,Embedded,Yes,No,8.23,8.76,9.03,8.41,8.67,8.58,8.71,8.92,8.66,86.7,2,4,3.0,4,2,,8.84,94.6,,Yes,Excellent,1,0
254,Male,Bangalore,Tier2,IT,Networking,No,No,6.4,6.17,6.29,6.67,6.59,6.65,5.99,7.17,6.49,64.6,0,2,1.0,2,0,44.2,5.24,45.8,64.3,No,Medium,0,0
255,Male,Pune,Tier2,Mechanical,DataScience,No,Yes,7.41,7.57,7.93,7.5,7.54,7.77,6.88,7.66,7.53,77.5,1,5,2.0,3,0,72.5,6.85,69.0,67.7,Yes,High,0,1
